"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,-0.536741791714133,-0.593097216185509,0.257059652236001,-0.889219730788671,-0.786487059545287,-0.950195830194268,0.890221871090054,0.940686765584297,0.92668361891518,-0.825667764413602,-0.153297798767349,0.594092463405348,0.777837977911202,0.332368192366051,-0.971938226579385
"2",-0.536741791714133,1,0.995786517521755,-0.937267378207511,0.194109769221218,0.93506308933967,0.678186728878507,-0.0935774789807129,-0.555210864516289,-0.756282983951261,0.91490628076277,0.861188019900995,-0.852565025763036,-0.947268260955677,-0.974090461797665,0.710805117523043
"3",-0.593097216185509,0.995786517521755,1,-0.924500468759135,0.239320948868002,0.961081345115459,0.709253892377713,-0.161701126209581,-0.585796606305275,-0.782982693911117,0.943114115616418,0.853224429662777,-0.830464473470827,-0.963833779500558,-0.955127461308288,0.752152256747093
"4",0.257059652236001,-0.937267378207511,-0.924500468759135,1,0.148756830224462,-0.798886993383522,-0.387294685566314,-0.204626662154823,0.234467544342457,0.487408566777158,-0.756292432390584,-0.981291348356364,0.656951229217198,0.789560752279362,0.981432443033857,-0.448548196441958
"5",-0.889219730788671,0.194109769221218,0.239320948868002,0.148756830224462,1,0.46144823019957,0.852521336505974,-0.94779274979139,-0.920304007961048,-0.78852383221586,0.523122382133397,-0.283109184819174,-0.470494737755303,-0.489385154703921,0.0252299388113396,0.811226473044889
"6",-0.786487059545287,0.93506308933967,0.961081345115459,-0.798886993383522,0.46144823019957,1,0.84237044411634,-0.422130288544647,-0.739674090450631,-0.891695138713599,0.997475966611303,0.720191253039904,-0.797592807529476,-0.990494185056086,-0.836193591511114,0.89290019843049
"7",-0.950195830194268,0.678186728878507,0.709253892377713,-0.387294685566314,0.852521336505974,0.84237044411634,1,-0.757697483115796,-0.985739441536295,-0.993689802636929,0.87792412770268,0.245203796086782,-0.809641255195605,-0.870752093285066,-0.500487082325686,0.985307426439038
"8",0.890221871090054,-0.0935774789807129,-0.161701126209581,-0.204626662154823,-0.94779274979139,-0.422130288544647,-0.757697483115796,1,0.813869993417274,0.687560663613448,-0.479602216879244,0.287735586353787,0.246181088822466,0.406805630548666,-0.133731202920307,-0.763932674171235
"9",0.940686765584297,-0.555210864516289,-0.585796606305275,0.234467544342457,-0.920304007961048,-0.739674090450631,-0.985739441536295,0.813869993417274,1,0.962504979493368,-0.784848582036614,-0.0814949241431514,0.762548630717851,0.778203730862392,0.364282306017052,-0.9514895228617
"10",0.92668361891518,-0.756282983951261,-0.782982693911117,0.487408566777158,-0.78852383221586,-0.891695138713599,-0.993689802636929,0.687560663613448,0.962504979493368,1,-0.920321692405209,-0.348798164413534,0.852479812648535,0.9193585489368,0.59437545746065,-0.984946318513102
"11",-0.825667764413602,0.91490628076277,0.943114115616418,-0.756292432390584,0.523122382133397,0.997475966611303,0.87792412770268,-0.479602216879244,-0.784848582036614,-0.920321692405209,1,0.669283035808428,-0.806699982021274,-0.99123373519936,-0.802719159315116,0.922438915049635
"12",-0.153297798767349,0.861188019900995,0.853224429662777,-0.981291348356364,-0.283109184819174,0.720191253039904,0.245203796086782,0.287735586353787,-0.0814949241431514,-0.348798164413534,0.669283035808428,1,-0.499789339960783,-0.689297444066171,-0.926382417699953,0.330760050840535
"13",0.594092463405348,-0.852565025763036,-0.830464473470827,0.656951229217198,-0.470494737755303,-0.797592807529476,-0.809641255195605,0.246181088822466,0.762548630717851,0.852479812648535,-0.806699982021274,-0.499789339960783,1,0.872747458824366,0.787118925198424,-0.754667225030209
"14",0.777837977911202,-0.947268260955677,-0.963833779500558,0.789560752279362,-0.489385154703921,-0.990494185056086,-0.870752093285066,0.406805630548666,0.778203730862392,0.9193585489368,-0.99123373519936,-0.689297444066171,0.872747458824366,1,0.850275030913896,-0.898686384893892
"15",0.332368192366051,-0.974090461797665,-0.955127461308288,0.981432443033857,0.0252299388113396,-0.836193591511114,-0.500487082325686,-0.133731202920307,0.364282306017052,0.59437545746065,-0.802719159315116,-0.926382417699953,0.787118925198424,0.850275030913896,1,-0.533442868353712
"16",-0.971938226579385,0.710805117523043,0.752152256747093,-0.448548196441958,0.811226473044889,0.89290019843049,0.985307426439038,-0.763932674171235,-0.9514895228617,-0.984946318513102,0.922438915049635,0.330760050840535,-0.754667225030209,-0.898686384893892,-0.533442868353712,1
